CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,average_monthly_charges,customer_lifetime_value
2519,54,Male,Month-to-month,89.48,716.35,Yes,DSL,26,Yes,UPI,No,27.551923076923078,2326.48
2520,21,Male,Month-to-month,27.96,7149.73,No,DSL,17,Yes,Debit card,No,420.57235294117646,475.32
2521,67,Male,Month-to-month,79.45,2046.83,Yes,No,29,Yes,Debit card,No,70.5803448275862,2304.05
2522,41,Male,Month-to-month,78.94,605.27,No,DSL,43,Yes,UPI,No,14.076046511627906,3394.42
2523,36,Male,Two year,88.42,4343.91,Yes,No,5,Yes,UPI,No,868.7819999999999,442.1
2524,53,Male,One year,56.99,6782.61,No,No,50,Yes,Credit card,No,135.6522,2849.5
2525,56,Female,One year,64.9,3312.42,Yes,DSL,56,Yes,Internet Banking,No,59.150357142857146,3634.4000000000005
2526,27,Male,One year,53.0,6286.23,Yes,Fiber optic,63,Yes,Debit card,No,99.78142857142856,3339.0
2527,42,Female,Two year,100.82,6707.53,Yes,Fiber optic,57,Yes,Debit card,No,117.67596491228069,5746.74
2528,35,Male,One year,33.06,3689.79,Yes,Fiber optic,45,Yes,Credit card,No,81.99533333333333,1487.7
2529,36,Female,Two year,116.3,4768.55,No,Fiber optic,37,Yes,Cash,No,128.87972972972975,4303.099999999999
2530,53,Female,One year,83.48,4317.91,Yes,Fiber optic,36,No,Cash,Yes,119.94194444444445,3005.28
2531,27,Female,Month-to-month,108.69,7519.65,No,Fiber optic,33,No,Cash,No,227.8681818181818,3586.77
2532,50,Male,Two year,62.62,5831.49,Yes,Fiber optic,6,No,Debit card,No,971.915,375.71999999999997
2533,67,Male,One year,53.23,7410.21,Yes,DSL,71,Yes,Internet Banking,No,104.36915492957746,3779.33
2534,22,Male,Month-to-month,165.105,1838.08,Yes,DSL,45,Yes,Internet Banking,No,40.846222222222224,4953.15
2535,64,Male,Month-to-month,29.89,2550.87,Yes,Fiber optic,7,No,Credit card,No,364.40999999999997,209.23000000000002
2536,66,Female,Month-to-month,31.71,660.22,No,DSL,65,No,Cash,No,10.15723076923077,2061.15
2537,52,Male,Two year,49.93,4049.27,No,No,24,Yes,Cash,No,168.71958333333333,1198.32
2538,61,Female,Two year,115.98,7004.0,No,Fiber optic,45,Yes,UPI,No,155.64444444444445,5219.1
2539,51,Female,One year,83.31,2682.09,Yes,No,61,Yes,Credit card,Yes,43.96868852459016,5081.91
2540,50,Male,Month-to-month,75.42,1113.43,Yes,DSL,19,No,Credit card,No,58.601578947368424,1432.98
2541,38,Male,One year,90.54,640.73,Yes,Fiber optic,32,Yes,Debit card,Yes,20.0228125,2897.28
2542,34,Male,One year,61.75,3635.25,Yes,No,30,Yes,Debit card,No,121.175,1852.5
2543,39,Female,Month-to-month,95.81,1395.77,No,DSL,65,Yes,Credit card,No,21.473384615384614,6227.650000000001
2544,65,Male,One year,59.32,2834.22,No,Fiber optic,32,Yes,Internet Banking,No,88.569375,1898.24
2545,54,Female,Two year,102.64,6577.84,No,Fiber optic,57,No,Credit card,No,115.40070175438596,5850.4800000000005
2546,32,Male,One year,46.73,3133.97,Yes,No,20,No,Internet Banking,Yes,156.6985,934.5999999999999
2547,52,Female,Month-to-month,47.75,4917.98,No,No,30,Yes,Debit card,Yes,163.93266666666665,1432.5
2548,45,Male,Two year,72.24,4067.06,Yes,No,59,No,Credit card,No,68.93322033898305,4262.16
2549,24,Male,Two year,63.08,5776.41,No,DSL,62,No,Internet Banking,Yes,93.16790322580646,3910.96
2550,49,Female,One year,84.81,1333.7,No,No,67,Yes,UPI,Yes,19.905970149253733,5682.27
2551,28,Male,One year,56.43,7371.48,No,No,31,No,UPI,No,237.78967741935483,1749.33
2552,27,Male,Two year,43.06,5184.7,No,No,66,Yes,Credit card,No,78.5560606060606,2841.96
2553,26,Male,One year,66.98,2240.53,Yes,Fiber optic,54,Yes,Cash,No,41.4912962962963,3616.92
2554,31,Male,Month-to-month,76.1,1073.7,Yes,No,10,No,Credit card,Yes,107.37,761.0
2555,30,Male,One year,34.26,1282.83,No,No,38,Yes,Debit card,No,33.75868421052631,1301.8799999999999
2556,42,Male,One year,75.67,6283.04,No,DSL,31,Yes,Debit card,No,202.67870967741936,2345.77
2557,19,Male,Two year,51.93,4746.07,Yes,DSL,29,Yes,UPI,Yes,163.65758620689655,1505.97
2558,52,Female,One year,59.25,3107.99,No,No,25,Yes,Internet Banking,No,124.3196,1481.25
2559,24,Female,One year,47.93,2729.92,No,DSL,32,No,UPI,No,85.31,1533.76
2560,38,Male,One year,113.14,6860.49,No,DSL,17,Yes,Internet Banking,No,403.55823529411765,1923.38
2561,35,Male,Month-to-month,88.33,7010.62,Yes,DSL,45,No,Credit card,No,155.79155555555556,3974.85
2562,20,Male,One year,46.25,4691.97,Yes,Fiber optic,49,No,Cash,No,95.75448979591837,2266.25
2563,59,Female,Month-to-month,84.5,4243.9,No,No,18,No,Debit card,No,235.7722222222222,1521.0
2564,56,Female,Month-to-month,104.86,6549.94,No,No,52,Yes,Credit card,No,125.96038461538461,5452.72
2565,58,Male,Month-to-month,60.16,6019.75,Yes,No,20,No,UPI,No,300.9875,1203.1999999999998
2566,66,Female,Month-to-month,103.0,3262.57,Yes,DSL,62,No,Credit card,No,52.62209677419355,6386.0
2567,28,Male,Two year,35.44,753.64,Yes,DSL,13,No,Cash,No,57.972307692307695,460.71999999999997
2568,56,Male,Month-to-month,102.28,6171.15,Yes,DSL,43,No,Internet Banking,No,143.51511627906976,4398.04
2569,41,Male,One year,74.03,1432.74,Yes,Fiber optic,21,No,Cash,Yes,68.22571428571429,1554.63
2570,63,Male,Month-to-month,42.3,229.38,Yes,DSL,6,No,UPI,No,38.23,253.79999999999998
2571,36,Female,One year,60.71,6762.09,Yes,Fiber optic,71,No,Cash,No,95.24070422535212,4310.41
2572,21,Female,Month-to-month,118.8,4668.21,Yes,No,53,Yes,Debit card,No,88.07943396226415,6296.4
2573,43,Male,Two year,98.36,7144.16,No,DSL,52,Yes,Cash,No,137.3876923076923,5114.72
2574,55,Female,Month-to-month,77.51,3928.25,No,Fiber optic,69,No,Credit card,No,56.93115942028985,5348.1900000000005
2575,59,Female,Month-to-month,31.52,7419.2,Yes,Fiber optic,9,No,Internet Banking,No,824.3555555555555,283.68
2576,49,Male,Two year,61.78,2896.38,No,DSL,46,Yes,Debit card,No,62.96478260869566,2841.88
2577,56,Female,Month-to-month,46.31,5823.72,Yes,Fiber optic,71,No,Debit card,No,82.02422535211268,3288.01
2578,62,Male,One year,27.1,2477.79,No,DSL,30,No,Debit card,Yes,82.593,813.0
2579,63,Male,Month-to-month,74.22,109.19,Yes,Fiber optic,43,Yes,UPI,No,2.5393023255813953,3191.46
2580,53,Male,Month-to-month,108.92,3099.98,Yes,No,59,No,UPI,Yes,52.542033898305085,6426.28
2581,57,Male,Month-to-month,87.56,5928.35,No,No,38,No,Credit card,Yes,156.0092105263158,3327.28
2582,54,Female,Two year,44.97,1285.19,No,No,34,No,Internet Banking,Yes,37.799705882352946,1528.98
2583,50,Male,Month-to-month,77.36,4087.94,No,DSL,46,No,Cash,No,88.86826086956522,3558.56
2584,53,Female,Month-to-month,114.32,1777.34,No,No,32,Yes,Credit card,No,55.541875,3658.24
2585,20,Male,One year,92.29,689.53,No,No,16,No,UPI,Yes,43.095625,1476.64
2586,26,Male,Month-to-month,88.95,4977.87,Yes,No,39,No,Credit card,No,127.6376923076923,3469.05
2587,25,Female,Month-to-month,116.82,7620.54,Yes,DSL,1,Yes,Internet Banking,No,7620.54,116.82
2588,50,Male,Month-to-month,99.89,2554.56,Yes,Fiber optic,57,Yes,Credit card,No,44.816842105263156,5693.7300000000005
2589,23,Female,Month-to-month,50.489999999999995,4687.1,No,DSL,20,No,Debit card,No,234.35500000000002,673.1999999999999
2590,58,Female,One year,54.76,7633.47,Yes,DSL,42,No,Cash,No,181.74928571428572,2299.92
2591,56,Male,One year,116.51,5238.82,Yes,No,34,No,UPI,No,154.08294117647057,3961.34
2592,21,Male,Two year,68.97,5417.6,No,Fiber optic,50,No,UPI,No,108.352,3448.5
2593,30,Male,Month-to-month,31.16,1513.54,Yes,No,11,No,Internet Banking,No,137.59454545454545,342.76
2594,66,Male,Two year,65.86,3991.62,No,No,43,No,Internet Banking,No,92.82837209302325,2831.98
2595,19,Male,Two year,89.7,2999.95,No,DSL,10,No,Internet Banking,No,299.995,897.0
2596,22,Male,Month-to-month,119.75,3820.56,Yes,DSL,8,Yes,UPI,No,477.57,958.0
2597,61,Female,One year,52.39,6426.53,Yes,DSL,19,Yes,Debit card,No,338.23842105263157,995.41
2598,44,Female,One year,71.41,3739.52,No,No,65,No,Cash,No,57.531076923076924,4641.65
2599,49,Male,Month-to-month,107.97,596.52,No,Fiber optic,55,No,Internet Banking,No,10.845818181818181,5938.35
2600,38,Female,Month-to-month,55.53,7253.78,Yes,Fiber optic,52,No,UPI,No,139.4957692307692,2887.56
2601,25,Female,One year,30.93,4404.05,Yes,No,3,No,Debit card,No,1468.0166666666667,92.78999999999999
2602,55,Male,Month-to-month,114.89,7403.51,Yes,Fiber optic,53,No,Internet Banking,No,139.6888679245283,6089.17
2603,25,Male,Month-to-month,68.84,4621.6,Yes,No,44,No,Internet Banking,No,105.03636363636365,3028.96
2604,67,Female,Month-to-month,70.28,650.13,Yes,Fiber optic,48,Yes,Cash,No,13.544375,3373.44
2605,20,Male,One year,82.12,4467.67,No,No,54,Yes,Cash,No,82.73462962962964,4434.4800000000005
2606,61,Female,Two year,20.35,4648.34,No,Fiber optic,16,No,Credit card,No,290.52125,325.6
2607,20,Male,Two year,113.11,1793.29,Yes,DSL,30,No,Internet Banking,Yes,59.77633333333333,3393.3
2608,39,Female,Month-to-month,56.15,3821.13,Yes,DSL,28,No,Credit card,No,136.46892857142856,1572.2
2609,23,Female,One year,59.69,3729.59,Yes,DSL,16,Yes,UPI,No,233.099375,955.04
2610,19,Female,Month-to-month,37.41,5020.72,Yes,DSL,51,Yes,Cash,No,98.44549019607844,1907.9099999999999
2611,40,Female,One year,57.82,2150.95,Yes,No,33,Yes,Debit card,No,65.18030303030302,1908.06
2612,61,Male,Month-to-month,100.39,4695.81,No,Fiber optic,25,No,Internet Banking,No,187.8324,2509.75
2613,19,Male,One year,100.0,2003.52,No,No,18,Yes,Internet Banking,No,111.30666666666667,1800.0
2614,55,Female,One year,113.58,3626.92,Yes,DSL,26,No,Credit card,No,139.49692307692308,2953.08
2615,34,Female,Two year,60.32,1069.38,Yes,Fiber optic,6,No,Cash,No,178.23000000000002,361.92
2616,52,Male,Month-to-month,90.87,394.67,Yes,No,38,No,Credit card,Yes,10.386052631578949,3453.0600000000004
2617,51,Male,Two year,70.72,2632.64,No,DSL,44,No,Internet Banking,Yes,59.83272727272727,3111.68
2618,40,Female,Two year,100.4,2269.12,No,Fiber optic,67,Yes,Cash,No,33.867462686567166,6726.8
2619,47,Female,One year,91.25,3314.79,No,Fiber optic,43,No,Internet Banking,No,77.08813953488372,3923.75
2620,69,Female,Month-to-month,56.79,7699.66,Yes,DSL,6,No,Cash,No,1283.2766666666666,340.74
2621,25,Female,One year,53.67,4225.61,Yes,DSL,64,Yes,Internet Banking,No,66.02515625,3434.88
2622,39,Female,One year,45.24,4470.1,No,Fiber optic,13,No,Debit card,Yes,343.8538461538462,588.12
2623,61,Male,One year,77.65,,No,DSL,65,No,Credit card,No,115.97923076923077,5047.25
2624,53,Female,Month-to-month,116.38,7377.06,Yes,No,38,No,Cash,No,194.13315789473685,4422.44
2625,22,Male,Month-to-month,40.01,7084.48,No,DSL,64,Yes,Credit card,Yes,110.695,2560.64
2626,30,Male,One year,29.53,874.16,No,DSL,14,No,Cash,Yes,62.44,413.42
2627,46,Male,Month-to-month,31.94,5110.95,No,DSL,17,No,Cash,Yes,300.6441176470588,542.98
2628,48,Female,One year,98.31,6483.98,Yes,Fiber optic,13,Yes,Cash,Yes,498.7676923076923,1278.03
2629,64,Male,Month-to-month,55.01,6701.04,Yes,Fiber optic,6,No,Internet Banking,No,1116.84,330.06
2630,33,Male,Month-to-month,42.44,4665.47,No,DSL,6,No,UPI,No,777.5783333333334,254.64
2631,59,Male,Two year,55.28,238.21,No,Fiber optic,37,No,Internet Banking,No,6.438108108108108,2045.3600000000001
2632,47,Male,One year,84.53,7792.33,Yes,DSL,57,No,UPI,No,136.70754385964912,4818.21
2633,33,Female,Two year,74.68,3830.35,Yes,No,53,Yes,Internet Banking,No,72.27075471698113,3958.0400000000004
2634,29,Female,Two year,94.36,3209.41,No,Fiber optic,46,Yes,UPI,No,69.76978260869565,4340.56
2635,34,Male,One year,53.91,3220.09,No,DSL,4,No,Cash,No,805.0225,215.64
2636,33,Male,One year,65.2,3450.79,No,Fiber optic,34,Yes,Cash,Yes,101.49382352941177,2216.8
2637,29,Female,Month-to-month,30.2,2013.23,Yes,No,66,No,UPI,Yes,30.50348484848485,1993.2
2638,25,Female,One year,27.31,2685.94,No,No,63,No,UPI,No,42.633968253968256,1720.53
2639,37,Female,Two year,66.23,7884.33,No,DSL,61,Yes,Credit card,No,129.25131147540984,4040.03
2640,20,Male,Two year,50.16,3008.53,No,Fiber optic,42,No,Cash,No,71.63166666666667,2106.72
2641,33,Female,One year,81.28,4261.13,No,No,64,No,Internet Banking,Yes,66.58015625,5201.92
2642,47,Male,Two year,24.3,6801.52,No,Fiber optic,17,No,Credit card,No,400.0894117647059,413.1
2643,62,Male,Month-to-month,32.18,4266.68,Yes,DSL,61,No,UPI,No,69.9455737704918,1962.98
2644,40,Female,Two year,106.52,2663.18,No,No,30,Yes,Internet Banking,Yes,88.77266666666667,3195.6
2645,45,Male,Month-to-month,76.63,4237.63,No,No,43,Yes,Debit card,No,98.54953488372094,3295.0899999999997
2646,68,Female,Two year,91.21,1001.28,Yes,Fiber optic,7,Yes,Debit card,No,143.04,638.4699999999999
2647,57,Male,Month-to-month,104.2,1127.05,Yes,No,46,Yes,Debit card,No,24.50108695652174,4793.2
2648,22,Female,Month-to-month,66.38,5583.45,No,DSL,23,Yes,Internet Banking,No,242.7586956521739,1526.7399999999998
2649,37,Male,One year,96.11,7347.94,No,DSL,36,No,UPI,No,204.10944444444442,3459.96
2650,57,Male,Month-to-month,72.46,5832.86,No,No,14,Yes,Internet Banking,No,416.6328571428571,1014.4399999999999
2651,61,Female,One year,42.27,689.44,Yes,DSL,20,Yes,Credit card,No,34.472,845.4000000000001
2652,18,Female,Two year,53.77,3282.88,Yes,No,56,No,Credit card,No,58.62285714285714,3011.1200000000003
2653,47,Female,Two year,69.04,120.17,Yes,No,32,No,Debit card,Yes,3.7553125,2209.28
2654,38,Female,Two year,51.69,4138.53,Yes,No,25,No,UPI,No,165.5412,1292.25
2655,37,Male,Month-to-month,53.55,1626.32,No,No,49,No,Credit card,No,33.19020408163265,2623.95
2656,23,Female,Two year,53.74,6958.36,Yes,Fiber optic,57,No,Cash,Yes,122.07649122807017,3063.1800000000003
2657,39,Female,Two year,32.28,924.25,No,No,27,Yes,Cash,Yes,34.23148148148148,871.5600000000001
2658,35,Male,One year,28.46,111.32,Yes,DSL,27,Yes,Debit card,No,4.122962962962963,768.4200000000001
2659,25,Female,One year,24.65,3664.05,No,Fiber optic,46,Yes,Debit card,Yes,79.65326086956522,1133.8999999999999
2660,56,Female,Two year,31.1,1327.92,No,DSL,45,No,Debit card,No,29.509333333333334,1399.5
2661,49,Male,Two year,54.37,5930.09,No,No,26,Yes,Credit card,Yes,228.08038461538462,1413.62
2662,50,Female,Month-to-month,79.39,7367.48,Yes,DSL,14,No,UPI,Yes,526.2485714285714,1111.46
2663,33,Female,Month-to-month,38.81,431.31,No,Fiber optic,48,Yes,Debit card,No,8.985625,1862.88
2664,29,Female,Two year,108.8,3225.1,No,DSL,15,No,Internet Banking,No,215.00666666666666,1632.0
2665,55,Female,One year,100.84,7974.84,No,Fiber optic,51,Yes,Debit card,No,156.3694117647059,5142.84
2666,69,Female,Two year,72.05,5888.11,Yes,No,54,Yes,Credit card,No,109.03907407407407,3890.7
2667,51,Female,Month-to-month,92.42,7630.18,No,No,11,No,UPI,Yes,693.6527272727272,1016.62
2668,31,Male,One year,56.63,,Yes,DSL,28,No,Debit card,No,49.86642857142857,1585.64
2669,53,Female,One year,23.68,1848.81,No,DSL,55,No,Cash,Yes,33.61472727272727,1302.4
2670,50,Male,Month-to-month,110.43,1323.01,Yes,No,69,Yes,Debit card,No,19.17405797101449,7619.67
2671,40,Male,Two year,32.78,2488.72,No,No,26,No,Debit card,No,95.72,852.28
2672,67,Male,Two year,114.79,5822.63,No,DSL,70,No,UPI,No,83.18042857142858,8035.3
2673,62,Male,Two year,77.19,1403.08,No,No,32,No,Internet Banking,No,43.84625,2470.08
2674,19,Female,Month-to-month,50.56,4241.45,No,Fiber optic,48,Yes,Debit card,No,88.36354166666666,2426.88
2675,58,Female,One year,69.55,2226.76,Yes,Fiber optic,12,No,Debit card,No,185.56333333333336,834.5999999999999
2676,38,Female,Month-to-month,70.16,6650.65,No,DSL,70,Yes,Credit card,No,95.00928571428571,4911.2
2677,19,Male,Two year,22.33,152.08,No,DSL,61,Yes,UPI,No,2.493114754098361,1362.1299999999999
2678,44,Female,Month-to-month,55.55,1862.61,No,No,34,Yes,Credit card,Yes,54.78264705882353,1888.6999999999998
2679,26,Female,One year,93.99,4881.4,Yes,No,45,No,Debit card,No,108.47555555555554,4229.55
2680,18,Female,Month-to-month,71.01,864.01,Yes,Fiber optic,60,Yes,Debit card,No,14.400166666666667,4260.6
2681,28,Male,Two year,44.42,3783.87,Yes,DSL,65,No,Cash,Yes,58.21338461538461,2887.3
2682,20,Male,One year,53.51,3546.04,No,DSL,71,No,Credit card,No,49.944225352112674,3799.21
2683,69,Female,Month-to-month,106.31,6834.93,Yes,DSL,13,No,UPI,No,525.7638461538462,1382.03
2684,40,Male,Month-to-month,72.55,5040.64,Yes,DSL,48,Yes,Debit card,Yes,105.01333333333334,3482.3999999999996
2685,43,Male,One year,72.84,5153.65,Yes,Fiber optic,49,Yes,Cash,No,105.17653061224489,3569.1600000000003
2686,21,Female,One year,116.15,7619.28,No,Fiber optic,58,Yes,Cash,No,131.36689655172412,6736.700000000001
2687,35,Male,Two year,52.09,7860.65,Yes,DSL,70,No,Internet Banking,No,112.295,3646.3
2688,23,Male,One year,67.95,5261.82,No,Fiber optic,61,No,UPI,No,86.25934426229507,4144.95
2689,52,Female,Two year,101.17,4223.81,Yes,DSL,26,Yes,Cash,No,162.45423076923078,2630.42
2690,39,Male,Month-to-month,95.89,4902.57,Yes,Fiber optic,39,Yes,UPI,Yes,125.70692307692308,3739.71
2691,60,Male,Two year,46.58,3121.31,No,No,58,No,Debit card,Yes,53.81568965517241,2701.64
2692,32,Male,Month-to-month,35.11,7900.91,No,Fiber optic,27,No,Internet Banking,No,292.6262962962963,947.97
2693,39,Male,One year,90.07,5669.67,No,DSL,40,No,UPI,No,141.74175,3602.7999999999997
2694,54,Male,Month-to-month,45.77,2398.95,Yes,No,31,No,Internet Banking,No,77.38548387096773,1418.8700000000001
2695,69,Male,One year,112.27,556.35,No,DSL,3,Yes,UPI,No,185.45000000000002,336.81
2696,59,Male,Month-to-month,32.92,453.3,No,No,15,Yes,UPI,No,30.220000000000002,493.8
2697,29,Male,Month-to-month,51.83,1718.81,Yes,No,54,No,Credit card,Yes,31.829814814814814,2798.8199999999997
2698,64,Female,Month-to-month,25.48,1940.01,No,Fiber optic,70,Yes,Internet Banking,No,27.71442857142857,1783.6000000000001
2699,66,Female,Month-to-month,90.33,3378.86,No,Fiber optic,11,Yes,UPI,No,307.1690909090909,993.63
2700,59,Female,Two year,109.13,1797.28,Yes,No,30,No,Credit card,No,59.90933333333333,3273.8999999999996
2701,55,Female,Month-to-month,83.59,5084.19,Yes,No,35,No,Credit card,No,145.26257142857142,2925.65
2702,35,Male,Two year,113.78,1768.91,Yes,No,43,Yes,Internet Banking,No,41.13744186046512,4892.54
2703,62,Female,One year,32.85,1584.22,No,DSL,61,No,Debit card,No,25.97081967213115,2003.8500000000001
2704,52,Female,One year,28.77,3822.77,Yes,Fiber optic,40,Yes,Internet Banking,No,95.56925,1150.8
2705,47,Male,Two year,103.84,7120.48,No,DSL,42,No,UPI,No,169.53523809523807,4361.28
2706,41,Male,One year,105.55,3799.61,Yes,Fiber optic,42,Yes,Debit card,Yes,90.46690476190477,4433.099999999999
2707,59,Male,One year,103.1,3369.41,Yes,DSL,3,No,Internet Banking,No,1123.1366666666665,309.29999999999995
2708,47,Male,Month-to-month,99.9,4666.95,Yes,Fiber optic,21,Yes,Internet Banking,No,222.23571428571427,2097.9
2709,31,Male,Month-to-month,56.22,2131.99,No,No,53,No,Internet Banking,No,40.22622641509434,2979.66
2710,23,Female,Month-to-month,41.75,2892.15,No,No,44,No,Internet Banking,Yes,65.73068181818182,1837.0
2711,20,Male,Two year,112.88,1789.3,No,Fiber optic,46,No,Debit card,Yes,38.89782608695652,5192.48
2712,33,Female,Two year,50.7,4617.3,No,No,37,No,UPI,No,124.7918918918919,1875.9
2713,24,Female,One year,59.84,5609.36,No,No,38,No,Credit card,No,147.61473684210526,2273.92
2714,69,Male,Month-to-month,89.96,5422.22,Yes,DSL,38,Yes,Internet Banking,No,142.69,3418.4799999999996
2715,31,Female,Two year,49.34,2113.06,Yes,Fiber optic,11,Yes,Credit card,Yes,192.09636363636363,542.74
2716,26,Female,Two year,101.91,6259.22,Yes,No,45,No,Credit card,No,139.09377777777777,4585.95
2717,32,Male,Month-to-month,27.0,2122.03,Yes,Fiber optic,64,Yes,Credit card,No,33.15671875,1728.0
2718,38,Female,Two year,148.68,1287.46,No,DSL,44,Yes,Internet Banking,No,29.260454545454547,4361.280000000001
2719,52,Female,Month-to-month,80.19,2863.49,No,Fiber optic,62,No,Internet Banking,No,46.185322580645156,4971.78
2720,19,Female,One year,77.3,4822.18,No,DSL,61,Yes,Internet Banking,No,79.05213114754099,4715.3
2721,44,Male,One year,65.84,1221.81,Yes,DSL,12,Yes,Internet Banking,No,101.8175,790.08
2722,19,Male,One year,47.7,5219.89,Yes,DSL,9,Yes,Cash,No,579.9877777777779,429.3
2723,52,Male,Month-to-month,66.41,,No,No,67,Yes,UPI,No,103.25731343283582,4449.469999999999
2724,35,Female,Two year,65.0,2415.81,Yes,DSL,2,No,Cash,No,1207.905,130.0
2725,31,Male,One year,78.38,3656.63,Yes,Fiber optic,8,Yes,Debit card,No,457.07875,627.04
2726,37,Female,One year,48.16,1903.65,No,Fiber optic,43,Yes,Cash,No,44.27093023255814,2070.8799999999997
2727,35,Male,One year,27.76,2953.97,Yes,No,18,Yes,Cash,No,164.10944444444442,499.68
2728,27,Female,Two year,34.51,273.57,No,No,52,Yes,Cash,No,5.2609615384615385,1794.52
2729,42,Male,Two year,89.92,7634.78,Yes,DSL,39,No,UPI,No,195.76358974358973,3506.88
2730,19,Male,Month-to-month,22.25,3385.53,No,DSL,31,Yes,Credit card,No,109.21064516129033,689.75
2731,42,Female,One year,105.64,6332.07,Yes,DSL,14,No,Debit card,Yes,452.2907142857143,1478.96
2732,50,Male,Two year,89.44,1226.88,No,No,64,No,Debit card,No,19.17,5724.16
2733,53,Female,Month-to-month,96.81,6517.6,No,No,44,No,UPI,No,148.12727272727273,4259.64
2734,48,Male,One year,103.6,6895.16,Yes,Fiber optic,60,No,Cash,No,114.91933333333333,6216.0
2735,31,Male,Two year,32.27,5752.27,Yes,DSL,2,No,Credit card,No,2876.135,64.54
2736,18,Female,Two year,102.25,7235.35,No,DSL,32,Yes,Internet Banking,No,226.1046875,3272.0
2737,63,Female,Month-to-month,70.46,1420.86,No,Fiber optic,36,Yes,UPI,No,39.468333333333334,2536.56
2738,33,Female,One year,108.55,3864.21,No,Fiber optic,55,No,Credit card,No,70.25836363636364,5970.25
2739,63,Male,One year,108.66,,No,Fiber optic,63,No,UPI,No,79.34714285714286,6845.58
2740,69,Female,Two year,22.42,4809.92,No,Fiber optic,69,Yes,UPI,No,69.70898550724638,1546.98
2741,20,Male,One year,58.29,6902.22,Yes,DSL,40,Yes,Internet Banking,No,172.5555,2331.6
2742,52,Female,Month-to-month,72.64,1803.96,Yes,No,24,No,Credit card,No,75.165,1743.3600000000001
2743,58,Female,Two year,87.84,1487.59,Yes,DSL,58,Yes,Cash,Yes,25.64810344827586,5094.72
2744,23,Female,Two year,48.62,2101.69,Yes,Fiber optic,28,Yes,Credit card,No,75.06035714285714,1361.36
2745,42,Female,Month-to-month,45.21,7143.25,Yes,No,62,No,Credit card,No,115.21370967741936,2803.02
2746,30,Female,Two year,58.13,7534.11,No,DSL,25,No,Cash,No,301.3644,1453.25
2747,51,Female,One year,70.09,4600.08,Yes,Fiber optic,7,No,Internet Banking,Yes,657.1542857142857,490.63
2748,25,Male,One year,115.11,4060.84,Yes,No,38,No,Credit card,No,106.86421052631579,4374.18
2749,38,Female,Two year,96.21,4882.55,No,No,71,No,Cash,No,68.76830985915493,6830.91
2750,51,Male,Month-to-month,62.93,,No,No,45,Yes,UPI,No,110.41844444444445,2831.85
2751,21,Female,Month-to-month,25.44,1445.41,Yes,DSL,32,No,UPI,No,45.1690625,814.08
2752,42,Female,One year,36.85,5522.65,Yes,Fiber optic,32,Yes,Cash,No,172.5828125,1179.2
2753,32,Female,Month-to-month,65.59,3673.57,No,DSL,1,No,UPI,No,3673.57,65.59
2754,21,Male,Two year,101.38,4187.32,Yes,DSL,45,No,Credit card,No,93.05155555555555,4562.099999999999
2755,62,Male,Two year,58.07,339.5,No,DSL,64,No,Cash,No,5.3046875,3716.48
2756,29,Female,One year,73.85,6140.0,Yes,No,68,No,Credit card,No,90.29411764705883,5021.799999999999
2757,49,Male,One year,109.18,6699.88,Yes,Fiber optic,7,No,Debit card,No,957.1257142857143,764.26
2758,49,Female,One year,111.38,4993.43,Yes,DSL,38,No,Internet Banking,No,131.40605263157894,4232.44
2759,45,Female,Month-to-month,41.58,6014.92,Yes,Fiber optic,70,Yes,Internet Banking,No,85.92742857142858,2910.6
2760,30,Male,Two year,24.36,4229.38,No,No,53,No,Internet Banking,No,79.79962264150943,1291.08
2761,48,Male,Two year,50.54,4984.99,No,DSL,30,No,Cash,No,166.1663333333333,1516.2
2762,31,Male,Two year,89.58,3217.12,Yes,Fiber optic,22,Yes,Debit card,No,146.23272727272726,1970.76
2763,37,Male,One year,115.11,6355.81,Yes,No,58,Yes,Internet Banking,No,109.58293103448277,6676.38
2764,35,Female,Two year,27.7,3799.34,Yes,DSL,55,No,Credit card,No,69.0789090909091,1523.5
2765,46,Male,Month-to-month,22.85,5473.68,Yes,DSL,46,Yes,Internet Banking,No,118.99304347826087,1051.1000000000001
2766,23,Male,Month-to-month,108.41,5009.29,No,Fiber optic,26,Yes,Debit card,No,192.665,2818.66
2767,49,Female,Two year,94.81,5648.28,No,Fiber optic,64,No,Credit card,No,88.254375,6067.84
2768,46,Male,One year,119.22,6303.21,Yes,DSL,9,No,Credit card,Yes,700.3566666666667,1072.98
2769,60,Male,Two year,59.68,4150.44,No,DSL,15,Yes,Cash,No,276.69599999999997,895.2
2770,19,Male,Month-to-month,61.61,6523.22,No,No,19,No,Cash,No,343.32736842105265,1170.59
2771,40,Male,Month-to-month,37.23,4028.33,Yes,No,16,Yes,UPI,No,251.770625,595.68
2772,36,Female,Month-to-month,31.58,7657.41,Yes,DSL,25,Yes,Debit card,No,306.2964,789.5
2773,48,Female,Two year,77.87,6046.11,Yes,Fiber optic,51,Yes,Credit card,No,118.55117647058823,3971.3700000000003
2774,68,Male,Month-to-month,56.43,1452.02,No,Fiber optic,46,Yes,Debit card,No,31.565652173913044,2595.78
